Date,NO2,SO2,PM10,PM2.5,O3,CO,NH3,Sheet,O3_8hrs,CO (8 hrs)_mg_m3,Location
2019-12-13,15,6.77,81.48,36.85,,,,Table 129,,,Bhillai
2019-12-20,13.83,5.83,79.69,37  .54,,,,Table 129,,,Bhillai
2019-12-27,15,7.29,81.61,36.27,,,,Table 129,,,Bhillai
2019-12-31,13,5.83,78.17,40.7  8,,,,Table 129,,,Bhillai
2019-04-12,18,8.5,89.61,53.7  4,,,,Table 130,,,Bhillai
2019-07-12,17.33,8.5,87.3,54.41,,,,Table 130,,,Bhillai
2019-12-14,18,8.67,90.21,52.8,,,,Table 130,,,Bhillai
2019-12-25,18.5,9,91.2,53.36,,,,Table 130,,,Bhillai
2019-12-28,18.17,9.17,92,52.06,,,,Table 130,,,Bhillai
2019-03-12,15.83,7.83,86.77,44.66,,,,Table 131,,,Bhillai
2019-10-12,16,7.67,86.83,44.48,,,,Table 131,,,Bhillai
2019-12-17,16.17,8,85.18,46.92,,,,Table 131,,,Bhillai
2019-12-24,15,8,84.39,45.62,,,,Table 131,,,Bhillai
2019-12-31,16,7.83,83.4,44.39,,,,Table 131,,,Bhillai
2019-04-11,10.63,4.59,58,49.09,0,0,0,Table 132,,,Bhillai
2019-11-11,11.66,4.59,58.46,53.85,0,0,0,Table 132,,,Bhillai
2019-11-14,12.09,4.59,55.95,53.8,0,0,0,Table 132,,,Bhillai
2019-11-18,10.63,5,57.54,54.39,0,0,0,Table 132,,,Bhillai
2019-11-21,9.59,5.21,57.14,46.18,0,0,0,Table 132,,,Bhillai
2019-11-28,11.04,4.59,54.49,53.53,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
,0,0,0,0,0,0,0,Table 132,,,Bhillai
2019-01-11,14.67,5.67,79.76,33.03,,,,Table 133,,,Bhillai
2019-08-11,15,6,80.28,36.67,,,,Table 133,,,Bhillai
2019-11-15,14,5.83,77.05,33.45,,,,Table 133,,,Bhillai
2019-11-19,14.83,7,81.41,36.17,,,,Table 133,,,Bhillai
2019-11-22,13,5.67,76.73,36.64,,,,Table 133,,,Bhillai
2019-11-26,15.17,7.67,83.92,35.81,,,,Table 133,,,Bhillai
2019-01-11,16,8,86.11,41.3,,,,Table 134,,,Bhillai
2019-05-11,16.17,7.83,88.82,44.37,,,,Table 134,,,Bhillai
2019-12-11,16,8,89.55,44.66,,,,Table 134,,,Bhillai
2019-11-19,15,8.17,87.7,45.62,,,,Table 134,,,Bhillai
2019-11-26,15.67,7.5,86.5,44.39,,,,Table 134,,,Bhillai
2019-11-29,15.17,7.17,87.23,45.89,,,,Table 134,,,Bhillai
2019-06-11,18,9.17,89.55,53.96,,,,Table 135,,,Bhillai
2019-09-11,17.5,9.5,90.14,50.35,,,,Table 135,,,Bhillai
2019-11-16,17.83,8.5,88.09,52.69,,,,Table 135,,,Bhillai
2019-11-20,19.17,9.33,91.73,52.61,,,,Table 135,,,Bhillai
2019-11-23,18.33,9,88.95,56.17,,,,Table 135,,,Bhillai
2019-11-30,18,8.33,91.46,53.3,,,,Table 135,,,Bhillai
2019-03-10,10.63,4.38,56.81,40.37,0,0,0,Table 136,,,Bhillai
2019-10-10,12.09,3.96,53.9,40.75,0,0,0,Table 136,,,Bhillai
2019-10-14,11.08,4.79,57.01,53.92,0,0,0,Table 136,,,Bhillai
2019-10-21,11.88,4.16,54.65,46.75,0,0,0,Table 136,,,Bhillai
2019-10-24,11.04,4.16,54.1,53.65,0,0,0,Table 136,,,Bhillai
2019-10-28,12.09,10.21,58.68,52.06,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
,0,0,0,0,0,0,0,Table 136,,,Bhillai
2019-02-10,17.33,8.67,85.71,49.84,,,,Table 137,,,Bhillai
2019-05-10,18.17,9.5,87.96,50.46,,,,Table 137,,,Bhillai
2019-09-10,18.17,8.5,86.11,52.93,,,,Table 137,,,Bhillai
2019-12-10,19,8.5,88.95,49.32,,,,Table 137,,,Bhillai
2019-10-19,18.83,9,88.82,45.24,,,,Table 137,,,Bhillai
2019-10-26,19.33,9.17,91.33,56.88,,,,Table 137,,,Bhillai
2019-01-10,16.67,7.83,83.39,40.45,,,,Table 138,,,Bhillai
2019-08-10,16.33,8.17,84.46,37  .02,,,,Table 138,,,Bhillai
2019-10-15,16.5,8,83.2,44.7  5,,,,Table 138,,,Bhillai
2019-10-18,15.5,7.17,80.75,42.03,,,,Table 138,,,Bhillai
2019-10-22,15.5,7.33,77.9,40.55,,,,Table 138,,,Bhillai
2019-10-29,16.83,7.67,84.45,47  .86,,,,Table 138,,,Bhillai
2019-02-10,17.33,8.67,85.71,49.84,,,,Table 139,,,Bhillai
2019-05-10,18.17,9.5,87.96,50.46,,,,Table 139,,,Bhillai
2019-09-10,18.17,8.5,86.11,52.93,,,,Table 139,,,Bhillai
2019-12-10,19,8.5,88.95,49.32,,,,Table 139,,,Bhillai
2019-10-19,18.83,9,88.82,45.24,,,,Table 139,,,Bhillai
2019-10-26,19.33,9.17,91.33,56.88,,,,Table 139,,,Bhillai
2019-02-09,10.41,4.16,53.11,40.75,0,0,0,Table 140,,,Bhillai
2019-05-09,11.88,3.96,52.05,40.39,0,0,0,Table 140,,,Bhillai
2019-09-09,12.33,4.16,50.38,33.9,0,0,0,Table 140,,,Bhillai
2019-12-09,11.66,4.16,52.38,40.74,0,0,0,Table 140,,,Bhillai
2019-09-16,10.63,5,53.44,39.61,0,0,0,Table 140,,,Bhillai
2019-09-19,10.41,4.16,54.36,41.1,0,0,0,Table 140,,,Bhillai
2019-09-30,11.88,4.59,54.1,33.96,0,0,0,Table 140,,,Bhillai
,0,0,0,0,0,0,0,Table 140,,,Bhillai
,0,0,0,0,0,0,0,Table 140,,,Bhillai
,0,0,0,0,0,0,0,Table 140,,,Bhillai
,0,0,0,0,0,0,0,Table 140,,,Bhillai
,0,0,0,0,0,0,0,Table 140,,,Bhillai
2019-10-09,14.33,5.83,7  3.96,29.11,,,,Table 141,,,Bhillai
2019-09-13,15.17,6.17,7  2.48,33.04,,,,Table 141,,,Bhillai
2019-09-17,14.17,6.67,7  3.28,33.54,,,,Table 141,,,Bhillai
2019-09-20,13.67,6.67,7  4.13,32.37,,,,Table 141,,,Bhillai
2019-09-24,14.5,6.83,7  1.83,32.62,,,,Table 141,,,Bhillai
2019-09-27,14.17,6.67,71.89,29.7  1,,,,Table 141,,,Bhillai
2019-10-09,16.5,7.5,80.09,37  .94,,,,Table 142,,,Bhillai
2019-09-13,16.5,7.83,80.75,37  .19,,,,Table 142,,,Bhillai
2019-09-17,16.67,7.83,80.82,37  .03,,,,Table 142,,,Bhillai
2019-09-20,15.83,8.33,81.87,36.9,,,,Table 142,,,Bhillai
2019-09-24,15.67,7.33,82.94,37  .02,,,,Table 142,,,Bhillai
2019-09-27,16.33,7.33,79.69,37  .83,,,,Table 142,,,Bhillai
2019-11-09,17.83,8,84.98,49.48,,,,Table 143,,,Bhillai
2019-09-14,17,8.67,85.51,48.97,,,,Table 143,,,Bhillai
2019-09-18,17.67,7.33,87.36,49.3,,,,Table 143,,,Bhillai
2019-09-21,18.17,7,81.94,48.6,,,,Table 143,,,Bhillai
2019-09-25,18,6.83,82.67,49.38,,,,Table 143,,,Bhillai
2019-09-28,19.5,9,84.06,49.36,,,,Table 143,,,Bhillai
2019-01-08,9.73,3.29,50.46,33.96,0,0,0,Table 144,,,Bhillai
2019-05-08,11.95,3.5,51.78,40.94,0,0,0,Table 144,,,Bhillai
2019-12-08,11.31,3.29,53.57,39.66,0,0,0,Table 144,,,Bhillai
2019-08-22,10.36,3.5,51.45,40.57,0,0,0,Table 144,,,Bhillai
2019-08-29,10.68,4.16,53.11,41.73,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
,0,0,0,0,0,0,0,Table 144,,,Bhillai
2019-03-08,17.83,8,85.58,45.23,,,,Table 146,,,Bhillai
2019-10-08,17,8.67,84.72,48.84,,,,Table 146,,,Bhillai
2019-08-14,18,7.83,88.42,46.25,,,,Table 146,,,Bhillai
2019-08-17,19.67,7.83,84.32,48.6,,,,Table 146,,,Bhillai
2019-08-21,18.83,8,84.32,49.07,,,,Table 146,,,Bhillai
2019-08-28,19.5,9,88.16,49.3,,,,Table 146,,,Bhillai
2019-02-08,16.33,7.17,79.29,38.02,,,,Table 147,,,Bhillai
2019-06-08,16.17,7.67,82.21,37  .00,,,,Table 147,,,Bhillai
2019-09-08,16,7.67,81.94,36.7  7,,,,Table 147,,,Bhillai
2019-08-16,15.83,7.67,81.01,36.87,,,,Table 147,,,Bhillai
2019-08-27,16,7.17,79.89,36.99,,,,Table 147,,,Bhillai
2019-04-07,9.79,3.13,50.26,33.62,0,0,0,Table 148,,,Bhillai
2019-08-07,11.88,3.34,51.19,33.58,0,0,0,Table 148,,,Bhillai
2019-11-07,11.79,3.13,51.71,34.83,0,0,0,Table 148,,,Bhillai
2019-07-15,10.63,3.34,51.78,34.1,0,0,0,Table 148,,,Bhillai
2019-07-22,11.25,3.75,49.47,39.77,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
,0,0,0,0,0,0,0,Table 148,,,Bhillai
2019-03-07,18,7.83,85.58,45.13,,,,Table 150,,,Bhillai
2019-06-07,17.67,8.5,88.02,49.03,,,,Table 150,,,Bhillai
2019-10-07,18,7.67,90.87,46.35,,,,Table 150,,,Bhillai
2019-07-13,19.67,7.83,88.22,48.64,,,,Table 150,,,Bhillai
2019-07-24,19.83,8.17,86.04,44.51,,,,Table 150,,,Bhillai
2019-07-31,20.33,9.17,89.48,45.6,,,,Table 150,,,Bhillai
2019-05-07,16.67,6.83,79.03,38.69,,,,Table 151,,,Bhillai
,16.67,7.67,81.08,38.24,,,,Table 151,,,Bhillai
2019-12-07,16.67,7.67,80.95,36.83,,,,Table 151,,,Bhillai
2019-07-16,16.33,7.33,82.33,37  .25,,,,Table 151,,,Bhillai
2019-07-19,16.67,7.5,80.88,37  .31,,,,Table 151,,,Bhillai
2019-07-26,17.33,7,81.21,40.84,,,,Table 151,,,Bhillai
2019-03-06,14.59,4.38,54.89,40.35,0,0,0,Table 152,,,Bhillai
2019-06-06,15,3.96,57.54,40.3,0,0,0,Table 152,,,Bhillai
2019-10-06,16.25,4.79,56.88,41.78,0,0,0,Table 152,,,Bhillai
2019-06-13,13.13,3.54,49.6,40.45,0,0,0,Table 152,,,Bhillai
2019-06-24,13.13,4.16,56.21,39.77,0,0,0,Table 152,,,Bhillai
2019-06-27,11.46,3.54,51.59,34.53,0,0,0,Table 152,,,Bhillai
,0,0,0,0,0,0,0,Table 152,,,Bhillai
,0,0,0,0,0,0,0,Table 152,,,Bhillai
,0,0,0,0,0,0,0,Table 152,,,Bhillai
,0,0,0,0,0,0,0,Table 152,,,Bhillai
,0,0,0,0,0,0,0,Table 152,,,Bhillai
,0,0,0,0,0,0,0,Table 152,,,Bhillai
2019-04-06,16.17,6.67,77.38,40.7  0,,,,Table 153,,,Bhillai
2019-07-06,15.33,6,80.02,37  .15,,,,Table 153,,,Bhillai
2019-11-06,15.17,7,78.04,37  .87,,,,Table 153,,,Bhillai
2019-06-14,14.67,6.33,76.71,40.7  1,,,,Table 153,,,Bhillai
2019-06-18,14,6.67,79.37,40.91,,,,Table 153,,,Bhillai
2019-06-25,16.5,6.5,78.04,37  .17,,,,Table 153,,,Bhillai
2019-01-06,24,10.5,97.22,53.89,,,,Table 154,,,Bhillai
2019-05-06,24.33,10.17,95.23,53.65,,,,Table 154,,,Bhillai
2019-08-06,24.67,10.17,95.9,50.5,,,,Table 154,,,Bhillai
2019-12-06,24.83,10.17,96.55,49.32,,,,Table 154,,,Bhillai
2019-06-15,24.17,9.67,94.57,52.46,,,,Table 154,,,Bhillai
2019-06-19,21.5,8.83,91.93,53.89,,,,Table 154,,,Bhillai
2019-06-26,23,8.5,93.91,53.21,,,,Table 154,,,Bhillai
2019-06-29,21.67,8.83,90.61,51.85,,,,Table 154,,,Bhillai
2019-04-06,18.67,8.83,91.93,49.46,,,,Table 155,,,Bhillai
2019-07-06,18.5,8.5,89.94,50.91,,,,Table 155,,,Bhillai
2019-11-06,18.33,8.5,87.3,49.05,,,,Table 155,,,Bhillai
2019-06-14,16.33,8,85.25,46.88,,,,Table 155,,,Bhillai
2019-06-21,17.17,7.33,88.09,44.4,,,,Table 155,,,Bhillai
2019-06-25,17.83,7.33,83.99,45.13,,,,Table 155,,,Bhillai
2019-02-05,15.21,4.16,57.54,47.86,0,0,0,Table 156,,,Bhillai
2019-06-05,16.25,3.34,56.21,48.19,0,0,0,Table 156,,,Bhillai
2019-09-05,16.25,4.79,60.18,55.91,0,0,0,Table 156,,,Bhillai
2019-05-13,16.04,4.38,57.53,48.11,0,0,0,Table 156,,,Bhillai
2019-05-16,17.91,5,61.5,54.06,0,0,0,Table 156,,,Bhillai
2019-05-20,16.25,4.59,58.2,54.56,0,0,0,Table 156,,,Bhillai
2019-05-23,17.71,4.59,59.52,52.18,0,0,0,Table 156,,,Bhillai
2019-05-27,16.04,4.38,58.85,53.69,0,0,0,Table 156,,,Bhillai
2019-05-30,16.25,4.79,61.5,47.38,0,0,0,Table 156,,,Bhillai
,0,0,0,0,0,0,0,Table 156,,,Bhillai
,0,0,0,0,0,0,0,Table 156,,,Bhillai
,0,0,0,0,0,0,0,Table 156,,,Bhillai
2019-03-05,16.83,6.5,79.36,41.7  4,,,,Table 157,,,Bhillai
2019-07-05,16.67,6,80.02,41.39,,,,Table 157,,,Bhillai
2019-10-05,17.5,7.17,82.67,40.34,,,,Table 157,,,Bhillai
2019-05-14,16.17,6.33,77.38,42.7  8,,,,Table 157,,,Bhillai
2019-05-17,16.67,7.17,82.01,40.91,,,,Table 157,,,Bhillai
2019-05-21,16.5,6.5,78.04,38.59,,,,Table 157,,,Bhillai
2019-05-24,17.83,7,83.33,39.51,,,,Table 157,,,Bhillai
2019-05-28,17.33,7.33,82.01,42.46,,,,Table 157,,,Bhillai
2019-05-31,16,6.33,76.05,40.83,,,,Table 157,,,Bhillai
2019-03-05,18.67,7.83,89.94,53.58,,,,Table 158,,,Bhillai
2019-07-05,18,7.5,90.6,49.7  7,,,,Table 158,,,Bhillai
2019-10-05,18,7,88.62,51.7  5,,,,Table 158,,,Bhillai
2019-05-14,16.83,6.67,87.3,51.15,,,,Table 158,,,Bhillai
2019-05-17,18.33,8.33,89.28,53.36,,,,Table 158,,,Bhillai
2019-05-21,18.67,8.17,93.91,53.8,,,,Table 158,,,Bhillai
2019-05-24,17.83,7.83,89.94,53.34,,,,Table 158,,,Bhillai
2019-05-28,17.67,7,87.96,49.2,,,,Table 158,,,Bhillai
2019-05-31,18.33,7.67,91.93,50.93,,,,Table 158,,,Bhillai
2019-01-05,23.67,9.5,95.23,55.7  1,,,,Table 159,,,Bhillai
2019-04-05,24.33,9.67,95.9,59.7  2,,,,Table 159,,,Bhillai
2019-08-05,24.83,9.83,96.56,57  .98,,,,Table 159,,,Bhillai
2019-11-05,24.67,9.67,97.22,57  .54,,,,Table 159,,,Bhillai
2019-05-15,24.17,9,97.88,59.57,,,,Table 159,,,Bhillai
2019-05-18,24.83,10.33,98.54,55.7  3,,,,Table 159,,,Bhillai
2019-05-22,23,8.67,95.23,57  .63,,,,Table 159,,,Bhillai
2019-05-25,23,8.83,94.57,57  .89,,,,Table 159,,,Bhillai
2019-05-29,24.67,9.67,97.22,55.84,,,,Table 159,,,Bhillai
2019-01-04,15.41,4.59,59.52,47.91,0,0,0,Table 160,,,Bhillai
2019-04-04,16.25,3.75,57.54,53.75,0,0,0,Table 160,,,Bhillai
2019-08-04,16.88,5.41,62.83,49.8,0,0,0,Table 160,,,Bhillai
2019-11-04,16.46,4.59,55.56,52.55,0,0,0,Table 160,,,Bhillai
2019-04-15,18.13,4.79,58.2,49.73,0,0,0,Table 160,,,Bhillai
2019-04-18,17.71,5.41,56.88,53.92,0,0,0,Table 160,,,Bhillai
2019-04-22,18.54,5.84,62.17,54.31,0,0,0,Table 160,,,Bhillai
2019-04-25,16.66,4.38,56.22,52.57,0,0,0,Table 160,,,Bhillai
2019-04-29,15.63,4.59,59.52,49.35,0,0,0,Table 160,,,Bhillai
,0,0,0,0,0,0,0,Table 160,,,Bhillai
,0,0,0,0,0,0,0,Table 160,,,Bhillai
,0,0,0,0,0,0,0,Table 160,,,Bhillai
2019-02-04,17.67,7,83.33,43.14,,,,Table 161,,,Bhillai
2019-05-04,16.83,6,82.01,44.87,,,,Table 161,,,Bhillai
2019-09-04,17.83,7.17,79.37,41.13,,,,Table 161,,,Bhillai
2019-12-04,17.5,6.67,78.7,42.42,,,,Table 161,,,Bhillai
2019-04-16,18.33,7.67,80.69,41.28,,,,Table 161,,,Bhillai
2019-04-19,16.83,6.67,78.04,45.02,,,,Table 161,,,Bhillai
,17.67,7,79.37,43.46,,,,Table 161,,,Bhillai
2019-04-26,17.67,7.5,78.7,46.7  0,,,,Table 161,,,Bhillai
,17.5,7.33,81.35,41.03,,,,Table 161,,,Bhillai
2019-03-04,24.67,9.5,96.56,55.93,,,,Table 162,,,Bhillai
2019-06-04,24.33,10,97.88,57  .7  7,,,,Table 162,,,Bhillai
2019-10-04,24.83,9.83,97.22,53.85,,,,Table 162,,,Bhillai
2019-04-13,24.83,9.67,98.55,57  .42,,,,Table 162,,,Bhillai
2019-04-17,23.83,8.83,94.58,55.15,,,,Table 162,,,Bhillai
2019-04-20,24.67,10.33,98.52,57  .23,,,,Table 162,,,Bhillai
2019-04-24,22.87,8.5,95.9,53.1,,,,Table 162,,,Bhillai
2019-04-27,23.17,9,93.92,55.7  3,,,,Table 162,,,Bhillai
2019-02-04,18.67,7.83,91.27,52.88,,,,Table 163,,,Bhillai
2019-05-04,18.5,8.33,90.6,51.52,,,,Table 163,,,Bhillai
2019-09-04,18.88,8,92.59,51.32,,,,Table 163,,,Bhillai
2019-12-04,18.33,8,91.93,52.01,,,,Table 163,,,Bhillai
2019-04-16,19.17,9,97.88,48.85,,,,Table 163,,,Bhillai
2019-04-19,18.33,8,93.91,53.06,,,,Table 163,,,Bhillai
,17.33,7.83,89.94,49.14,,,,Table 163,,,Bhillai
2016-04-26,18.67,8.67,90.57,51.24,,,,Table 163,,,Bhillai
,17.5,7.67,88.62,53.67,,,,Table 163,,,Bhillai
2019-04-03,15.84,3.75,58.2,54.28,0,0,0,Table 164,,,Bhillai
2019-07-03,16.66,3.75,58.86,54.68,0,0,0,Table 164,,,Bhillai
2019-11-03,16.25,3.54,57.54,55.93,0,0,0,Table 164,,,Bhillai
2019-03-14,18.54,4.79,64.15,54.51,0,0,0,Table 164,,,Bhillai
2019-03-18,18.13,4.38,60.18,61.02,0,0,0,Table 164,,,Bhillai
2019-03-21,17.5,4.59,61.5,54.61,0,0,0,Table 164,,,Bhillai
2019-03-25,18.54,5.41,63.49,54.39,0,0,0,Table 164,,,Bhillai
2019-03-28,17.25,4.59,60.84,56.03,0,0,0,Table 164,,,Bhillai
,0,0,0,0,0,0,0,Table 164,,,Bhillai
,0,0,0,0,0,0,0,Table 164,,,Bhillai
,0,0,0,0,0,0,0,Table 164,,,Bhillai
,0,0,0,0,0,0,0,Table 164,,,Bhillai
2019-01-03,17.67,7.17,80.67,45.62,,,,Table 165,,,Bhillai
2019-05-03,17,6.5,78.7,45.52,,,,Table 165,,,Bhillai
2019-08-30,17.83,7.17,81.35,44.82,,,,Table 165,,,Bhillai
2019-12-03,17.33,6.67,80.02,47  .06,,,,Table 165,,,Bhillai
2019-03-15,18.33,7.83,82.01,45,,,,Table 165,,,Bhillai
2019-03-19,16.83,6.67,79.38,42.88,,,,Table 165,,,Bhillai
2019-03-22,17.67,7,80.02,43.46,,,,Table 165,,,Bhillai
2019-03-26,18,7.67,82.67,46.7  0,,,,Table 165,,,Bhillai
2019-03-29,17.67,7.5,81.34,45.15,,,,Table 165,,,Bhillai
2019-02-03,30.84,11.66,96.56,92.8,0,0,0,Table 166,,,Bhillai
2019-06-03,29.38,11.66,95.9,88.48,0,0,0,Table 166,,,Bhillai
2019-09-03,28.75,11.66,95.23,82.03,0,0,0,Table 166,,,Bhillai
2019-03-13,30.84,12.29,97.22,95.78,0,0,0,Table 166,,,Bhillai
2019-03-16,31.46,12.71,96.56,92.23,0,0,0,Table 166,,,Bhillai
2019-03-20,28.54,11.46,94.57,85.86,0,0,0,Table 166,,,Bhillai
2019-03-23,28.75,11.25,95.24,85.19,0,0,0,Table 166,,,Bhillai
2019-03-27,29.16,11.46,95.89,89.66,0,0,0,Table 166,,,Bhillai
2019-03-30,28.54,11.04,94.57,95.05,0,0,0,Table 166,,,Bhillai
,0,0,0,0,0,0,0,Table 166,,,Bhillai
,0,0,0,0,0,0,0,Table 166,,,Bhillai
,0,0,0,0,0,0,0,Table 166,,,Bhillai
2019-01-03,19.17,8.83,94.57,51.56,,,,Table 167,,,Bhillai
2019-05-03,19.83,9.33,96.56,53.34,,,,Table 167,,,Bhillai
2019-08-03,18.67,8.33,92.59,55.29,,,,Table 167,,,Bhillai
2019-12-03,19.33,9,93.25,51.1,,,,Table 167,,,Bhillai
2019-03-15,20.83,9,97.22,55.7  8,,,,Table 167,,,Bhillai
2019-03-19,19.67,8.83,93.91,53.03,,,,Table 167,,,Bhillai
2019-03-22,18.83,8.67,91.26,57  .58,,,,Table 167,,,Bhillai
2019-03-26,18.67,8.67,91.93,53.3,,,,Table 167,,,Bhillai
2019-03-29,18.83,8.67,92.59,56.08,,,,Table 167,,,Bhillai
2019-04-02,18.34,4.79,66.13,58.58,0,0,0,Table 168,,,Bhillai
2019-07-02,18.13,4.59,62.83,65.8,0,0,0,Table 168,,,Bhillai
2019-11-02,16.46,3.75,60.84,63.57,0,0,0,Table 168,,,Bhillai
2019-02-14,18.75,5,65.47,60.07,0,0,0,Table 168,,,Bhillai
2019-02-18,18.34,4.79,63.49,58.35,0,0,0,Table 168,,,Bhillai
2019-02-21,16.46,3.75,63.49,62.16,0,0,0,Table 168,,,Bhillai
2019-02-25,18.75,5.41,64.81,60.49,0,0,0,Table 168,,,Bhillai
2019-02-28,18.75,5.41,64.81,65.83,0,0,0,Table 168,,,Bhillai
,0,0,0,0,0,0,0,Table 168,,,Bhillai
,0,0,0,0,0,0,0,Table 168,,,Bhillai
,0,0,0,0,0,0,0,Table 168,,,Bhillai
,0,0,0,0,0,0,0,Table 168,,,Bhillai
2019-01-02,18.33,7.33,82.67,45.81,,,,Table 169,,,Bhillai
2019-05-02,19,7.67,82.01,46.7  9,,,,Table 169,,,Bhillai
2019-12-02,17.33,7.17,80.68,43.03,,,,Table 169,,,Bhillai
2019-02-15,18.17,8,83.99,43.85,,,,Table 169,,,Bhillai
2019-02-19,15.83,6.83,75.39,41.89,,,,Table 169,,,Bhillai
2019-02-22,17.83,7.5,83.33,49.5,,,,Table 169,,,Bhillai
2019-02-26,18.17,7.83,82.67,45.7  0,,,,Table 169,,,Bhillai
2019-02-02,24,9.33,94.57,55.88,,,,Table 170,,,Bhillai
2019-06-02,24.17,10.33,94.57,57  .36,,,,Table 170,,,Bhillai
2019-09-02,23.83,9.17,93.25,57  .17,,,,Table 170,,,Bhillai
2019-02-13,24.5,9.67,95.23,56.62,,,,Table 170,,,Bhillai
2019-02-16,24,9.17,94.57,61.38,,,,Table 170,,,Bhillai
2019-02-20,23.33,9,91.9,59.67,,,,Table 170,,,Bhillai
2019-02-23,23.33,8.67,89.28,57  .62,,,,Table 170,,,Bhillai
,23.33,9.17,89.94,56.7  3,,,,Table 170,,,Bhillai
2019-01-02,24.5,8.33,88.62,54.52,,,,Table 171,,,Bhillai
2019-05-02,23.67,8.5,74.73,52.7  8,,,,Table 171,,,Bhillai
2019-12-02,24,9,74.71,57  .7  9,,,,Table 171,,,Bhillai
2019-02-15,24.33,9.5,80.68,59.68,,,,Table 171,,,Bhillai
2019-02-19,24.33,9.33,85.97,55.7  8,,,,Table 171,,,Bhillai
2019-02-22,22.83,9,77.37,53.3,,,,Table 171,,,Bhillai
2019-02-26,23.5,8.5,86.64,60.7  2,,,,Table 171,,,Bhillai
